Date,Index Category,Sub Category,Region, Plow , Index , Phigh ,type
4/1/2018,OCTG,13.375 Price Index,Appalachian, 96.20 , 99.96 , 120.81 ,Normalized Price
5/1/2018,OCTG,13.375 Price Index,Appalachian, 96.56 , 99.77 , 119.50 ,Normalized Price
6/1/2018,OCTG,13.375 Price Index,Appalachian, 95.84 , 99.59 , 118.52 ,Normalized Price
7/1/2018,OCTG,13.375 Price Index,Appalachian, 96.64 , 101.02 , 120.39 ,Normalized Price
8/1/2018,OCTG,13.375 Price Index,Appalachian, 97.24 , 101.20 , 123.23 ,Normalized Price
9/1/2018,OCTG,13.375 Price Index,Appalachian, 98.37 , 105.86 , 124.99 ,Normalized Price
10/1/2018,OCTG,13.375 Price Index,Appalachian, 99.21 , 105.48 , 125.01 ,Normalized Price
11/1/2018,OCTG,13.375 Price Index,Appalachian, 99.84 , 105.84 , 124.42 ,Normalized Price
12/1/2018,OCTG,13.375 Price Index,Appalachian, 103.98 , 109.35 , 126.99 ,Normalized Price
1/1/2019,OCTG,13.375 Price Index,Appalachian, 106.34 , 111.60 , 125.72 ,Normalized Price
2/1/2019,OCTG,13.375 Price Index,Appalachian, 108.79 , 112.95 , 125.21 ,Normalized Price
3/1/2019,OCTG,13.375 Price Index,Appalachian, 110.28 , 113.96 , 124.39 ,Normalized Price
4/1/2019,OCTG,13.375 Price Index,Appalachian, 111.67 , 115.15 , 125.50 ,Normalized Price
5/1/2019,OCTG,13.375 Price Index,Appalachian, 111.52 , 114.36 , 124.61 ,Normalized Price
6/1/2019,OCTG,13.375 Price Index,Appalachian, 110.85 , 113.53 , 122.90 ,Normalized Price
7/1/2019,OCTG,13.375 Price Index,Appalachian, 109.80 , 111.98 , 120.92 ,Normalized Price
8/1/2019,OCTG,13.375 Price Index,Appalachian, 109.01 , 111.47 , 118.70 ,Normalized Price
9/1/2019,OCTG,13.375 Price Index,Appalachian, 108.51 , 111.61 , 117.05 ,Normalized Price
10/1/2019,OCTG,13.375 Price Index,Appalachian, 107.47 , 110.53 , 115.82 ,Normalized Price
11/1/2019,OCTG,13.375 Price Index,Appalachian, 106.52 , 108.99 , 114.67 ,Normalized Price
12/1/2019,OCTG,13.375 Price Index,Appalachian, 105.81 , 108.20 , 114.69 ,Normalized Price
1/1/2020,OCTG,13.375 Price Index,Appalachian, 103.04 , 106.79 , 114.71 ,Normalized Price
2/1/2020,OCTG,13.375 Price Index,Appalachian, 100.39 , 106.01 , 115.10 ,Normalized Price
3/1/2020,OCTG,13.375 Price Index,Appalachian, 97.83 , 104.23 , 114.53 ,Normalized Price
4/1/2020,OCTG,13.375 Price Index,Appalachian, 95.77 , 103.69 , 115.17 ,Normalized Price
5/1/2020,OCTG,13.375 Price Index,Appalachian, 94.22 , 102.07 , 116.39 ,Normalized Price
6/1/2020,OCTG,13.375 Price Index,Appalachian, 93.20 , 100.85 , 115.71 ,Normalized Price
7/1/2020,OCTG,13.375 Price Index,Appalachian, 90.88 , 99.94 , 117.52 ,Normalized Price
8/1/2020,OCTG,13.375 Price Index,Appalachian, 88.16 , 96.08 , 113.15 ,Normalized Price
9/1/2020,OCTG,13.375 Price Index,Appalachian, 87.58 , 96.33 , 109.23 ,Normalized Price
10/1/2020,OCTG,13.375 Price Index,Appalachian, 87.63 , 94.89 , 106.22 ,Normalized Price
11/1/2020,OCTG,13.375 Price Index,Appalachian, 87.66 , 93.58 , 102.82 ,Normalized Price
12/1/2020,OCTG,13.375 Price Index,Appalachian, 86.84 , 92.02 , 100.26 ,Normalized Price
1/1/2021,OCTG,13.375 Price Index,Appalachian, 85.57 , 90.85 , 101.07 ,Normalized Price
2/1/2021,OCTG,13.375 Price Index,Appalachian, 85.58 , 89.54 , 100.38 ,Normalized Price
3/1/2021,OCTG,13.375 Price Index,Appalachian, 85.02 , 88.38 , 97.92 ,Normalized Price
4/1/2021,OCTG,13.375 Price Index,Appalachian, 84.59 , 87.87 , 97.67 ,Normalized Price
5/1/2021,OCTG,13.375 Price Index,Appalachian, 86.08 , 90.88 , 99.36 ,Normalized Price
6/1/2021,OCTG,13.375 Price Index,Appalachian, 86.81 , 93.61 , 103.68 ,Normalized Price
7/1/2021,OCTG,13.375 Price Index,Appalachian, 90.88 , 100.63 , 109.91 ,Normalized Price
8/1/2021,OCTG,13.375 Price Index,Appalachian, 96.43 , 105.89 , 114.48 ,Normalized Price
9/1/2021,OCTG,13.375 Price Index,Appalachian, 101.48 , 111.57 , 121.81 ,Normalized Price
10/1/2021,OCTG,13.375 Price Index,Appalachian, 106.60 , 115.83 , 128.52 ,Normalized Price
11/1/2021,OCTG,13.375 Price Index,Appalachian, 109.92 , 118.13 , 133.57 ,Normalized Price
12/1/2021,OCTG,13.375 Price Index,Appalachian, 114.46 , 120.75 , 137.36 ,Normalized Price
1/1/2022,OCTG,13.375 Price Index,Appalachian, 117.89 , 127.74 , 147.44 ,Normalized Price
2/1/2022,OCTG,13.375 Price Index,Appalachian, 121.09 , 140.23 , 156.38 ,Normalized Price
3/1/2022,OCTG,13.375 Price Index,Appalachian, 127.35 , 148.34 , 163.09 ,Normalized Price
4/1/2022,OCTG,13.375 Price Index,Appalachian, 129.27 , 152.84 , 167.66 ,Normalized Price
1/1/2018,OCTG,5.5 Price Index,Appalachian, 89.30 , 100.00 , 188.89 ,Normalized Price
2/1/2018,OCTG,5.5 Price Index,Appalachian, 91.02 , 99.78 , 198.51 ,Normalized Price
3/1/2018,OCTG,5.5 Price Index,Appalachian, 92.35 , 99.62 , 198.59 ,Normalized Price
4/1/2018,OCTG,5.5 Price Index,Appalachian, 90.96 , 99.49 , 201.57 ,Normalized Price
5/1/2018,OCTG,5.5 Price Index,Appalachian, 89.62 , 99.99 , 214.72 ,Normalized Price
6/1/2018,OCTG,5.5 Price Index,Appalachian, 89.60 , 101.98 , 228.29 ,Normalized Price
7/1/2018,OCTG,5.5 Price Index,Appalachian, 89.52 , 101.70 , 223.85 ,Normalized Price
8/1/2018,OCTG,5.5 Price Index,Appalachian, 91.15 , 102.20 , 223.44 ,Normalized Price
9/1/2018,OCTG,5.5 Price Index,Appalachian, 93.14 , 104.98 , 240.23 ,Normalized Price
10/1/2018,OCTG,5.5 Price Index,Appalachian, 95.78 , 108.17 , 251.33 ,Normalized Price
11/1/2018,OCTG,5.5 Price Index,Appalachian, 99.06 , 113.24 , 260.98 ,Normalized Price
12/1/2018,OCTG,5.5 Price Index,Appalachian, 101.05 , 115.99 , 266.89 ,Normalized Price
1/1/2019,OCTG,5.5 Price Index,Appalachian, 101.44 , 118.35 , 264.49 ,Normalized Price
2/1/2019,OCTG,5.5 Price Index,Appalachian, 103.86 , 125.31 , 270.01 ,Normalized Price
3/1/2019,OCTG,5.5 Price Index,Appalachian, 104.53 , 123.79 , 268.30 ,Normalized Price
4/1/2019,OCTG,5.5 Price Index,Appalachian, 103.91 , 122.66 , 272.77 ,Normalized Price
5/1/2019,OCTG,5.5 Price Index,Appalachian, 104.57 , 124.11 , 270.37 ,Normalized Price
6/1/2019,OCTG,5.5 Price Index,Appalachian, 105.07 , 125.66 , 274.28 ,Normalized Price
7/1/2019,OCTG,5.5 Price Index,Appalachian, 104.90 , 126.90 , 277.35 ,Normalized Price
8/1/2019,OCTG,5.5 Price Index,Appalachian, 103.82 , 127.30 , 279.39 ,Normalized Price
9/1/2019,OCTG,5.5 Price Index,Appalachian, 102.61 , 124.14 , 275.33 ,Normalized Price
10/1/2019,OCTG,5.5 Price Index,Appalachian, 102.28 , 125.23 , 279.60 ,Normalized Price
11/1/2019,OCTG,5.5 Price Index,Appalachian, 100.75 , 126.58 , 286.45 ,Normalized Price
12/1/2019,OCTG,5.5 Price Index,Appalachian, 97.24 , 123.61 , 302.56 ,Normalized Price
1/1/2020,OCTG,5.5 Price Index,Appalachian, 94.90 , 119.09 , 306.01 ,Normalized Price
2/1/2020,OCTG,5.5 Price Index,Appalachian, 94.12 , 120.42 , 304.80 ,Normalized Price
3/1/2020,OCTG,5.5 Price Index,Appalachian, 93.53 , 121.19 , 301.70 ,Normalized Price
4/1/2020,OCTG,5.5 Price Index,Appalachian, 93.16 , 120.38 , 300.47 ,Normalized Price
5/1/2020,OCTG,5.5 Price Index,Appalachian, 91.59 , 118.09 , 298.45 ,Normalized Price
6/1/2020,OCTG,5.5 Price Index,Appalachian, 91.62 , 116.38 , 300.14 ,Normalized Price
7/1/2020,OCTG,5.5 Price Index,Appalachian, 91.65 , 116.00 , 300.95 ,Normalized Price
8/1/2020,OCTG,5.5 Price Index,Appalachian, 90.83 , 115.71 , 302.66 ,Normalized Price
9/1/2020,OCTG,5.5 Price Index,Appalachian, 90.23 , 115.31 , 302.84 ,Normalized Price
10/1/2020,OCTG,5.5 Price Index,Appalachian, 88.83 , 114.29 , 302.98 ,Normalized Price
11/1/2020,OCTG,5.5 Price Index,Appalachian, 87.77 , 113.87 , 293.02 ,Normalized Price
12/1/2020,OCTG,5.5 Price Index,Appalachian, 86.27 , 111.95 , 285.56 ,Normalized Price
1/1/2021,OCTG,5.5 Price Index,Appalachian, 86.37 , 113.23 , 290.02 ,Normalized Price
2/1/2021,OCTG,5.5 Price Index,Appalachian, 86.08 , 113.08 , 283.30 ,Normalized Price
3/1/2021,OCTG,5.5 Price Index,Appalachian, 86.20 , 111.47 , 285.58 ,Normalized Price
4/1/2021,OCTG,5.5 Price Index,Appalachian, 86.28 , 110.25 , 287.28 ,Normalized Price
5/1/2021,OCTG,5.5 Price Index,Appalachian, 86.85 , 110.85 , 288.56 ,Normalized Price
6/1/2021,OCTG,5.5 Price Index,Appalachian, 88.06 , 111.29 , 292.27 ,Normalized Price
7/1/2021,OCTG,5.5 Price Index,Appalachian, 92.59 , 114.11 , 294.36 ,Normalized Price
8/1/2021,OCTG,5.5 Price Index,Appalachian, 95.92 , 116.23 , 293.87 ,Normalized Price
9/1/2021,OCTG,5.5 Price Index,Appalachian, 98.42 , 117.81 , 286.19 ,Normalized Price
10/1/2021,OCTG,5.5 Price Index,Appalachian, 102.38 , 121.52 , 291.59 ,Normalized Price
11/1/2021,OCTG,5.5 Price Index,Appalachian, 104.86 , 124.30 , 293.85 ,Normalized Price
12/1/2021,OCTG,5.5 Price Index,Appalachian, 108.85 , 126.38 , 286.18 ,Normalized Price
1/1/2022,OCTG,5.5 Price Index,Appalachian, 113.75 , 134.58 , 274.94 ,Normalized Price
2/1/2022,OCTG,5.5 Price Index,Appalachian, 117.85 , 140.73 , 272.00 ,Normalized Price
3/1/2022,OCTG,5.5 Price Index,Appalachian, 123.68 , 144.06 , 272.30 ,Normalized Price
4/1/2022,OCTG,5.5 Price Index,Appalachian, 126.07 , 147.41 , 269.03 ,Normalized Price
1/1/2018,OCTG,9.625 Price Index,Appalachian, 82.61 , 100.00 , 117.50 ,Normalized Price
2/1/2018,OCTG,9.625 Price Index,Appalachian, 83.55 , 98.10 , 116.66 ,Normalized Price
3/1/2018,OCTG,9.625 Price Index,Appalachian, 82.32 , 93.84 , 118.51 ,Normalized Price
4/1/2018,OCTG,9.625 Price Index,Appalachian, 82.45 , 93.48 , 117.46 ,Normalized Price
5/1/2018,OCTG,9.625 Price Index,Appalachian, 80.07 , 93.21 , 115.03 ,Normalized Price
6/1/2018,OCTG,9.625 Price Index,Appalachian, 80.29 , 94.91 , 111.57 ,Normalized Price
7/1/2018,OCTG,9.625 Price Index,Appalachian, 82.28 , 96.18 , 109.80 ,Normalized Price
8/1/2018,OCTG,9.625 Price Index,Appalachian, 83.33 , 97.13 , 114.88 ,Normalized Price
9/1/2018,OCTG,9.625 Price Index,Appalachian, 84.57 , 97.85 , 117.11 ,Normalized Price
10/1/2018,OCTG,9.625 Price Index,Appalachian, 83.61 , 100.98 , 115.43 ,Normalized Price
11/1/2018,OCTG,9.625 Price Index,Appalachian, 83.70 , 103.33 , 117.52 ,Normalized Price
12/1/2018,OCTG,9.625 Price Index,Appalachian, 86.05 , 105.10 , 122.42 ,Normalized Price
1/1/2019,OCTG,9.625 Price Index,Appalachian, 87.82 , 104.32 , 123.23 ,Normalized Price
2/1/2019,OCTG,9.625 Price Index,Appalachian, 89.18 , 105.85 , 120.04 ,Normalized Price
3/1/2019,OCTG,9.625 Price Index,Appalachian, 90.72 , 106.98 , 117.64 ,Normalized Price
4/1/2019,OCTG,9.625 Price Index,Appalachian, 89.65 , 105.07 , 115.82 ,Normalized Price
5/1/2019,OCTG,9.625 Price Index,Appalachian, 89.41 , 102.17 , 114.28 ,Normalized Price
6/1/2019,OCTG,9.625 Price Index,Appalachian, 88.38 , 99.98 , 113.13 ,Normalized Price
7/1/2019,OCTG,9.625 Price Index,Appalachian, 80.76 , 93.72 , 108.33 ,Normalized Price
8/1/2019,OCTG,9.625 Price Index,Appalachian, 79.30 , 91.13 , 107.98 ,Normalized Price
9/1/2019,OCTG,9.625 Price Index,Appalachian, 78.39 , 90.62 , 107.71 ,Normalized Price
10/1/2019,OCTG,9.625 Price Index,Appalachian, 77.52 , 88.80 , 107.52 ,Normalized Price
11/1/2019,OCTG,9.625 Price Index,Appalachian, 78.13 , 89.64 , 111.65 ,Normalized Price
12/1/2019,OCTG,9.625 Price Index,Appalachian, 78.06 , 89.75 , 110.47 ,Normalized Price
1/1/2020,OCTG,9.625 Price Index,Appalachian, 77.60 , 89.71 , 107.36 ,Normalized Price
2/1/2020,OCTG,9.625 Price Index,Appalachian, 75.60 , 88.44 , 106.52 ,Normalized Price
3/1/2020,OCTG,9.625 Price Index,Appalachian, 73.30 , 85.69 , 102.77 ,Normalized Price
4/1/2020,OCTG,9.625 Price Index,Appalachian, 72.94 , 83.99 , 103.19 ,Normalized Price
5/1/2020,OCTG,9.625 Price Index,Appalachian, 72.11 , 85.87 , 103.51 ,Normalized Price
6/1/2020,OCTG,9.625 Price Index,Appalachian, 70.89 , 82.94 , 100.51 ,Normalized Price
7/1/2020,OCTG,9.625 Price Index,Appalachian, 71.71 , 81.68 , 101.50 ,Normalized Price
8/1/2020,OCTG,9.625 Price Index,Appalachian, 68.50 , 77.89 , 96.53 ,Normalized Price
9/1/2020,OCTG,9.625 Price Index,Appalachian, 64.84 , 74.87 , 93.21 ,Normalized Price
10/1/2020,OCTG,9.625 Price Index,Appalachian, 65.65 , 75.12 , 91.46 ,Normalized Price
11/1/2020,OCTG,9.625 Price Index,Appalachian, 65.01 , 74.80 , 89.18 ,Normalized Price
12/1/2020,OCTG,9.625 Price Index,Appalachian, 64.36 , 77.65 , 88.44 ,Normalized Price
1/1/2021,OCTG,9.625 Price Index,Appalachian, 62.59 , 76.70 , 87.87 ,Normalized Price
2/1/2021,OCTG,9.625 Price Index,Appalachian, 64.93 , 76.90 , 88.76 ,Normalized Price
3/1/2021,OCTG,9.625 Price Index,Appalachian, 64.36 , 73.44 , 86.78 ,Normalized Price
4/1/2021,OCTG,9.625 Price Index,Appalachian, 64.51 , 75.29 , 89.01 ,Normalized Price
5/1/2021,OCTG,9.625 Price Index,Appalachian, 64.05 , 75.69 , 90.68 ,Normalized Price
6/1/2021,OCTG,9.625 Price Index,Appalachian, 68.40 , 80.70 , 96.95 ,Normalized Price
7/1/2021,OCTG,9.625 Price Index,Appalachian, 73.34 , 84.46 , 102.03 ,Normalized Price
8/1/2021,OCTG,9.625 Price Index,Appalachian, 77.32 , 87.25 , 104.29 ,Normalized Price
9/1/2021,OCTG,9.625 Price Index,Appalachian, 80.10 , 91.32 , 107.53 ,Normalized Price
10/1/2021,OCTG,9.625 Price Index,Appalachian, 83.19 , 96.10 , 111.76 ,Normalized Price
11/1/2021,OCTG,9.625 Price Index,Appalachian, 89.89 , 99.84 , 116.47 ,Normalized Price
12/1/2021,OCTG,9.625 Price Index,Appalachian, 94.47 , 101.94 , 116.57 ,Normalized Price
1/1/2022,OCTG,9.625 Price Index,Appalachian, 101.22 , 108.42 , 120.08 ,Normalized Price
2/1/2022,OCTG,9.625 Price Index,Appalachian, 105.14 , 113.97 , 124.34 ,Normalized Price
3/1/2022,OCTG,9.625 Price Index,Appalachian, 108.07 , 117.96 , 127.86 ,Normalized Price
4/1/2022,OCTG,9.625 Price Index,Appalachian, 110.66 , 120.84 , 129.74 ,Normalized Price
1/1/2018,Proppant,Proppant Price Index,Appalachian, 90.11 , 100.00 , 118.89 ,Normalized Price
2/1/2018,Proppant,Proppant Price Index,Appalachian, 90.07 , 99.99 , 119.29 ,Normalized Price
3/1/2018,Proppant,Proppant Price Index,Appalachian, 89.59 , 98.62 , 120.59 ,Normalized Price
4/1/2018,Proppant,Proppant Price Index,Appalachian, 89.55 , 97.67 , 120.37 ,Normalized Price
5/1/2018,Proppant,Proppant Price Index,Appalachian, 89.05 , 96.70 , 116.44 ,Normalized Price
6/1/2018,Proppant,Proppant Price Index,Appalachian, 88.80 , 97.60 , 114.74 ,Normalized Price
7/1/2018,Proppant,Proppant Price Index,Appalachian, 88.66 , 98.28 , 112.77 ,Normalized Price
8/1/2018,Proppant,Proppant Price Index,Appalachian, 89.00 , 97.80 , 111.38 ,Normalized Price
9/1/2018,Proppant,Proppant Price Index,Appalachian, 88.36 , 97.04 , 109.41 ,Normalized Price
10/1/2018,Proppant,Proppant Price Index,Appalachian, 86.29 , 95.89 , 106.01 ,Normalized Price
11/1/2018,Proppant,Proppant Price Index,Appalachian, 84.73 , 94.66 , 102.53 ,Normalized Price
12/1/2018,Proppant,Proppant Price Index,Appalachian, 82.90 , 91.06 , 98.52 ,Normalized Price
1/1/2019,Proppant,Proppant Price Index,Appalachian, 79.35 , 87.34 , 95.25 ,Normalized Price
2/1/2019,Proppant,Proppant Price Index,Appalachian, 73.35 , 83.78 , 89.97 ,Normalized Price
3/1/2019,Proppant,Proppant Price Index,Appalachian, 68.66 , 78.08 , 86.31 ,Normalized Price
4/1/2019,Proppant,Proppant Price Index,Appalachian, 66.39 , 75.48 , 83.78 ,Normalized Price
5/1/2019,Proppant,Proppant Price Index,Appalachian, 64.74 , 72.69 , 81.77 ,Normalized Price
6/1/2019,Proppant,Proppant Price Index,Appalachian, 63.96 , 71.24 , 79.82 ,Normalized Price
7/1/2019,Proppant,Proppant Price Index,Appalachian, 62.95 , 70.20 , 78.40 ,Normalized Price
8/1/2019,Proppant,Proppant Price Index,Appalachian, 62.23 , 69.53 , 77.65 ,Normalized Price
9/1/2019,Proppant,Proppant Price Index,Appalachian, 62.58 , 70.41 , 76.80 ,Normalized Price
10/1/2019,Proppant,Proppant Price Index,Appalachian, 61.65 , 68.78 , 75.32 ,Normalized Price
11/1/2019,Proppant,Proppant Price Index,Appalachian, 60.96 , 69.09 , 74.67 ,Normalized Price
12/1/2019,Proppant,Proppant Price Index,Appalachian, 57.91 , 68.11 , 73.07 ,Normalized Price
1/1/2020,Proppant,Proppant Price Index,Appalachian, 58.00 , 67.42 , 71.93 ,Normalized Price
2/1/2020,Proppant,Proppant Price Index,Appalachian, 57.81 , 66.86 , 71.28 ,Normalized Price
3/1/2020,Proppant,Proppant Price Index,Appalachian, 58.64 , 66.47 , 70.83 ,Normalized Price
4/1/2020,Proppant,Proppant Price Index,Appalachian, 58.45 , 65.64 , 70.44 ,Normalized Price
5/1/2020,Proppant,Proppant Price Index,Appalachian, 58.84 , 65.58 , 69.72 ,Normalized Price
6/1/2020,Proppant,Proppant Price Index,Appalachian, 58.55 , 64.41 , 67.98 ,Normalized Price
7/1/2020,Proppant,Proppant Price Index,Appalachian, 58.85 , 63.77 , 66.66 ,Normalized Price
8/1/2020,Proppant,Proppant Price Index,Appalachian, 59.28 , 63.65 , 66.59 ,Normalized Price
9/1/2020,Proppant,Proppant Price Index,Appalachian, 59.02 , 63.85 , 66.47 ,Normalized Price
10/1/2020,Proppant,Proppant Price Index,Appalachian, 56.50 , 62.37 , 64.87 ,Normalized Price
11/1/2020,Proppant,Proppant Price Index,Appalachian, 54.05 , 59.96 , 62.95 ,Normalized Price
12/1/2020,Proppant,Proppant Price Index,Appalachian, 53.13 , 59.58 , 62.44 ,Normalized Price
1/1/2021,Proppant,Proppant Price Index,Appalachian, 52.93 , 59.80 , 62.74 ,Normalized Price
2/1/2021,Proppant,Proppant Price Index,Appalachian, 52.29 , 59.57 , 62.48 ,Normalized Price
3/1/2021,Proppant,Proppant Price Index,Appalachian, 52.79 , 59.57 , 62.62 ,Normalized Price
4/1/2021,Proppant,Proppant Price Index,Appalachian, 54.06 , 59.51 , 62.65 ,Normalized Price
5/1/2021,Proppant,Proppant Price Index,Appalachian, 55.42 , 59.82 , 63.05 ,Normalized Price
6/1/2021,Proppant,Proppant Price Index,Appalachian, 55.52 , 59.92 , 63.22 ,Normalized Price
7/1/2021,Proppant,Proppant Price Index,Appalachian, 55.75 , 60.25 , 63.59 ,Normalized Price
8/1/2021,Proppant,Proppant Price Index,Appalachian, 56.29 , 61.03 , 64.48 ,Normalized Price
9/1/2021,Proppant,Proppant Price Index,Appalachian, 56.44 , 61.25 , 64.75 ,Normalized Price
10/1/2021,Proppant,Proppant Price Index,Appalachian, 57.16 , 61.81 , 65.39 ,Normalized Price
11/1/2021,Proppant,Proppant Price Index,Appalachian, 55.96 , 60.14 , 64.19 ,Normalized Price
12/1/2021,Proppant,Proppant Price Index,Appalachian, 55.54 , 58.90 , 63.73 ,Normalized Price
1/1/2022,Proppant,Proppant Price Index,Appalachian, 54.94 , 58.34 , 63.44 ,Normalized Price
2/1/2022,Proppant,Proppant Price Index,Appalachian, 55.79 , 59.21 , 63.50 ,Normalized Price
3/1/2022,Proppant,Proppant Price Index,Appalachian, 55.90 , 59.72 , 63.48 ,Normalized Price
4/1/2022,Proppant,Proppant Price Index,Appalachian, 56.12 , 60.00 , 63.66 ,Normalized Price
1/1/2018,Proppant,100-Mesh,Appalachian, 94.60 , 100.00 , 125.77 ,Normalized Price
2/1/2018,Proppant,100-Mesh,Appalachian, 94.25 , 100.00 , 125.77 ,Normalized Price
3/1/2018,Proppant,100-Mesh,Appalachian, 94.51 , 100.00 , 125.77 ,Normalized Price
4/1/2018,Proppant,100-Mesh,Appalachian, 94.70 , 100.00 , 126.08 ,Normalized Price
5/1/2018,Proppant,100-Mesh,Appalachian, 94.69 , 100.00 , 124.92 ,Normalized Price
6/1/2018,Proppant,100-Mesh,Appalachian, 93.56 , 100.00 , 123.38 ,Normalized Price
7/1/2018,Proppant,100-Mesh,Appalachian, 92.49 , 100.00 , 121.55 ,Normalized Price
8/1/2018,Proppant,100-Mesh,Appalachian, 92.67 , 100.00 , 120.18 ,Normalized Price
9/1/2018,Proppant,100-Mesh,Appalachian, 90.04 , 98.66 , 116.92 ,Normalized Price
10/1/2018,Proppant,100-Mesh,Appalachian, 86.95 , 97.66 , 112.24 ,Normalized Price
11/1/2018,Proppant,100-Mesh,Appalachian, 84.63 , 96.90 , 107.84 ,Normalized Price
12/1/2018,Proppant,100-Mesh,Appalachian, 82.22 , 91.43 , 103.20 ,Normalized Price
1/1/2019,Proppant,100-Mesh,Appalachian, 77.29 , 87.32 , 100.17 ,Normalized Price
2/1/2019,Proppant,100-Mesh,Appalachian, 71.25 , 84.46 , 94.10 ,Normalized Price
3/1/2019,Proppant,100-Mesh,Appalachian, 66.36 , 78.53 , 89.55 ,Normalized Price
4/1/2019,Proppant,100-Mesh,Appalachian, 63.88 , 75.64 , 86.14 ,Normalized Price
5/1/2019,Proppant,100-Mesh,Appalachian, 62.02 , 72.35 , 83.57 ,Normalized Price
6/1/2019,Proppant,100-Mesh,Appalachian, 61.54 , 69.89 , 81.65 ,Normalized Price
7/1/2019,Proppant,100-Mesh,Appalachian, 60.26 , 68.04 , 80.21 ,Normalized Price
8/1/2019,Proppant,100-Mesh,Appalachian, 59.03 , 66.66 , 79.13 ,Normalized Price
9/1/2019,Proppant,100-Mesh,Appalachian, 59.90 , 68.97 , 78.32 ,Normalized Price
10/1/2019,Proppant,100-Mesh,Appalachian, 58.77 , 65.56 , 76.38 ,Normalized Price
11/1/2019,Proppant,100-Mesh,Appalachian, 57.91 , 66.81 , 75.81 ,Normalized Price
12/1/2019,Proppant,100-Mesh,Appalachian, 53.48 , 67.74 , 75.61 ,Normalized Price
1/1/2020,Proppant,100-Mesh,Appalachian, 52.94 , 67.55 , 74.56 ,Normalized Price
2/1/2020,Proppant,100-Mesh,Appalachian, 52.54 , 67.40 , 74.45 ,Normalized Price
3/1/2020,Proppant,100-Mesh,Appalachian, 54.36 , 67.29 , 74.14 ,Normalized Price
4/1/2020,Proppant,100-Mesh,Appalachian, 54.61 , 66.32 , 73.46 ,Normalized Price
5/1/2020,Proppant,100-Mesh,Appalachian, 55.69 , 66.48 , 72.28 ,Normalized Price
6/1/2020,Proppant,100-Mesh,Appalachian, 56.05 , 65.71 , 70.06 ,Normalized Price
7/1/2020,Proppant,100-Mesh,Appalachian, 57.22 , 65.13 , 68.39 ,Normalized Price
8/1/2020,Proppant,100-Mesh,Appalachian, 57.31 , 64.69 , 67.14 ,Normalized Price
9/1/2020,Proppant,100-Mesh,Appalachian, 57.27 , 64.37 , 66.21 ,Normalized Price
10/1/2020,Proppant,100-Mesh,Appalachian, 51.88 , 62.67 , 64.08 ,Normalized Price
11/1/2020,Proppant,100-Mesh,Appalachian, 47.84 , 59.28 , 62.51 ,Normalized Price
12/1/2020,Proppant,100-Mesh,Appalachian, 46.95 , 58.86 , 61.73 ,Normalized Price
1/1/2021,Proppant,100-Mesh,Appalachian, 46.37 , 58.54 , 61.17 ,Normalized Price
2/1/2021,Proppant,100-Mesh,Appalachian, 45.94 , 58.30 , 60.76 ,Normalized Price
3/1/2021,Proppant,100-Mesh,Appalachian, 47.29 , 58.60 , 61.19 ,Normalized Price
4/1/2021,Proppant,100-Mesh,Appalachian, 50.35 , 58.83 , 61.51 ,Normalized Price
5/1/2021,Proppant,100-Mesh,Appalachian, 52.64 , 59.00 , 61.76 ,Normalized Price
6/1/2021,Proppant,100-Mesh,Appalachian, 52.87 , 59.13 , 61.94 ,Normalized Price
7/1/2021,Proppant,100-Mesh,Appalachian, 53.05 , 59.75 , 62.63 ,Normalized Price
8/1/2021,Proppant,100-Mesh,Appalachian, 53.32 , 60.08 , 63.04 ,Normalized Price
9/1/2021,Proppant,100-Mesh,Appalachian, 53.53 , 60.33 , 63.35 ,Normalized Price
10/1/2021,Proppant,100-Mesh,Appalachian, 54.21 , 60.51 , 63.59 ,Normalized Price
11/1/2021,Proppant,100-Mesh,Appalachian, 52.93 , 58.33 , 62.42 ,Normalized Price
12/1/2021,Proppant,100-Mesh,Appalachian, 52.42 , 56.69 , 62.22 ,Normalized Price
1/1/2022,Proppant,100-Mesh,Appalachian, 52.49 , 55.91 , 62.29 ,Normalized Price
2/1/2022,Proppant,100-Mesh,Appalachian, 53.65 , 57.20 , 62.79 ,Normalized Price
3/1/2022,Proppant,100-Mesh,Appalachian, 54.08 , 58.42 , 63.39 ,Normalized Price
4/1/2022,Proppant,100-Mesh,Appalachian, 54.32 , 58.54 , 63.54 ,Normalized Price
1/1/2018,Proppant,40/70,Appalachian, 84.59 , 100.00 , 102.65 ,Normalized Price
2/1/2018,Proppant,40/70,Appalachian, 85.25 , 100.07 , 102.74 ,Normalized Price
3/1/2018,Proppant,40/70,Appalachian, 84.21 , 100.13 , 103.22 ,Normalized Price
4/1/2018,Proppant,40/70,Appalachian, 84.52 , 99.95 , 102.49 ,Normalized Price
5/1/2018,Proppant,40/70,Appalachian, 83.45 , 98.51 , 101.94 ,Normalized Price
6/1/2018,Proppant,40/70,Appalachian, 83.74 , 98.30 , 101.53 ,Normalized Price
7/1/2018,Proppant,40/70,Appalachian, 84.17 , 98.80 , 101.22 ,Normalized Price
8/1/2018,Proppant,40/70,Appalachian, 84.28 , 97.21 , 100.99 ,Normalized Price
9/1/2018,Proppant,40/70,Appalachian, 85.01 , 96.24 , 100.81 ,Normalized Price
